enrollee_id,education_level,major_discipline,university_id
8553,Graduate,STEM,1160
5127,Graduate,STEM,1282
8788,Graduate,Arts,1901
1754,Graduate,STEM,1618
17754,Graduate,STEM,1762
20873,Masters,Other,1523
11238,Graduate,Other,1313
8119,Masters,STEM,1532
12598,Masters,STEM,1070
31046,Graduate,STEM,1930
29700,Graduate,STEM,1090
14665,Graduate,STEM,1528
12589,Graduate,STEM,1331
31030,Graduate,STEM,1112
26585,High School,,1976
28646,Graduate,STEM,1317
31793,Graduate,STEM,1089
7939,Graduate,STEM,1314
17157,Phd,STEM,1316
6327,Graduate,STEM,1743
6730,High School,,1485
23339,Masters,STEM,1614
7994,Graduate,STEM,1197
17641,Masters,STEM,1362
17735,Graduate,STEM,1171
13025,Graduate,STEM,1646
13046,Masters,Arts,1851
9315,Masters,STEM,1402
25212,Graduate,STEM,1679
13610,Graduate,STEM,1773
22167,Masters,Humanities,1467
5187,Graduate,STEM,1087
17395,Graduate,STEM,1223
27507,Graduate,STEM,1604
4191,Graduate,STEM,1952
363,Graduate,STEM,1171
22163,Graduate,STEM,1887
13399,Masters,Business Degree,1820
20467,Graduate,STEM,1901
19631,Graduate,STEM,1995
1358,Graduate,STEM,1831
23008,Masters,STEM,1327
17185,Graduate,Humanities,1025
27436,Masters,STEM,1309
6127,Graduate,STEM,1673
21527,Graduate,STEM,1854
28199,Graduate,STEM,1526
5548,Graduate,STEM,1627
13641,Graduate,Humanities,1489
32045,Graduate,STEM,1274
29361,Graduate,STEM,1491
28203,High School,,1872
9606,Graduate,STEM,1911
15857,Graduate,STEM,1049
17518,Graduate,STEM,1186
15309,Graduate,STEM,1661
27401,Graduate,STEM,1678
8947,Graduate,STEM,1437
30508,High School,,1234
27212,Graduate,STEM,1631
12444,Graduate,Humanities,1611
30609,Masters,STEM,1308
20309,Graduate,STEM,1086
1857,Graduate,STEM,1856
20483,Graduate,STEM,1374
30922,Graduate,STEM,1663
23310,Masters,STEM,1814
12396,Graduate,STEM,1525
16008,High School,,1590
12389,Graduate,STEM,1266
10860,High School,,1271
29002,Masters,STEM,1770
22034,Graduate,STEM,1859
23291,Graduate,STEM,1102
9741,High School,,1841
6364,Graduate,Humanities,1694
17152,Graduate,STEM,1936
480,Graduate,STEM,1735
22830,Graduate,STEM,1564
22597,Graduate,STEM,1450
950,Graduate,STEM,1912
6090,Graduate,Humanities,1016
10676,Graduate,STEM,1182
20779,Masters,STEM,1437
31561,Graduate,STEM,1513
3485,Graduate,STEM,1010
31916,Masters,STEM,1761
4533,Masters,STEM,1540
10440,Graduate,STEM,1742
6663,Graduate,STEM,1471
7445,Graduate,STEM,1891
26445,Graduate,Business Degree,1637
5438,Graduate,STEM,1970
19898,Masters,STEM,1633
14096,Masters,Humanities,1100
30186,Graduate,STEM,1484
8665,Graduate,STEM,1242
19606,Graduate,STEM,1651
30976,Graduate,Other,1054
24944,Graduate,STEM,1486
32570,Graduate,STEM,1966
11745,Graduate,STEM,1507
4206,Graduate,STEM,1316
24037,Graduate,STEM,1784
18195,Masters,STEM,1440
31587,Graduate,STEM,1809
7533,Graduate,STEM,1923
16861,Graduate,STEM,1566
6640,Graduate,STEM,1601
21586,Graduate,Humanities,1497
1842,Graduate,STEM,1789
1884,Graduate,STEM,1485
11181,Graduate,STEM,1216
2928,Masters,STEM,1101
10586,Graduate,STEM,1029
28944,Masters,STEM,1607
30010,Graduate,STEM,1269
21617,,,1876
9565,Graduate,STEM,1585
32829,Masters,STEM,1350
17509,Graduate,STEM,1651
24917,Graduate,STEM,1812
16264,Graduate,STEM,1168
21259,Graduate,STEM,1491
32705,Masters,Humanities,1397
30143,Graduate,STEM,1267
11360,Graduate,STEM,1429
17321,Graduate,STEM,1394
31544,Masters,STEM,1595
30213,,,1724
30005,Graduate,STEM,1420
23626,Masters,STEM,1310
18849,Graduate,STEM,1810
27874,Graduate,STEM,1943
19475,Masters,STEM,1883
3632,Graduate,STEM,1733
19442,Graduate,STEM,1313
29614,Graduate,STEM,1638
31437,Masters,STEM,1624
7966,Masters,STEM,1553
30269,Graduate,STEM,1674
13164,Masters,STEM,1624
20697,Graduate,STEM,1268
1888,Graduate,STEM,1940
22345,High School,,1292
9594,Graduate,STEM,1288
11442,Graduate,Humanities,1952
22663,Graduate,Humanities,1734
16181,Graduate,Other,1262
20139,High School,,1144
31512,Graduate,STEM,1129
1139,,,1336
26759,Graduate,STEM,1574
25538,Graduate,Other,1170
29899,Graduate,Humanities,1505
17312,Masters,STEM,1028
23837,Masters,STEM,1997
13321,Graduate,STEM,1625
2524,Masters,STEM,1251
13125,Graduate,STEM,1924
19253,Graduate,STEM,1193
25581,Graduate,STEM,1026
22752,Masters,STEM,1091
29390,Graduate,STEM,1735
18098,Graduate,STEM,1500
31431,Graduate,STEM,1026
16947,Masters,STEM,1540
33215,Graduate,STEM,1897
16655,,,1583
17539,Masters,STEM,1993
2619,Graduate,STEM,1577
27978,Graduate,STEM,1627
32660,Graduate,STEM,1627
17448,Masters,STEM,1202
87,Graduate,Humanities,1279
29533,Masters,STEM,1911
30667,Masters,STEM,1041
7492,Masters,STEM,1670
24929,Masters,STEM,1507
20390,Masters,STEM,1512
16435,Graduate,STEM,1698
8504,Graduate,STEM,1854
16669,Graduate,Other,1568
26778,Masters,STEM,1575
11991,Graduate,STEM,1595
6218,Graduate,STEM,1603
2738,Graduate,STEM,1865
13194,Graduate,STEM,1568
7082,Graduate,STEM,1409
31915,Graduate,STEM,1994
25319,Phd,STEM,1963
17695,Phd,STEM,1834
12957,Graduate,Other,1885
23806,,,1950
21417,Graduate,STEM,1160
12956,Graduate,STEM,1264
26623,Graduate,STEM,1132
7771,Graduate,STEM,1805
22071,Phd,STEM,1606
7583,Masters,STEM,1198
1698,Graduate,STEM,1889
11807,High School,,1325
15588,Graduate,STEM,1245
26654,Graduate,Other,1946
7237,Graduate,STEM,1597
12458,Masters,Business Degree,1032
10919,Graduate,STEM,1391
32309,Graduate,STEM,1007
21034,Graduate,STEM,1601
18002,Graduate,STEM,1071
20544,Masters,STEM,1515
21611,Masters,STEM,1386
30467,Graduate,STEM,1159
22016,Graduate,No Major,1267
17145,Graduate,STEM,1933
10778,Graduate,STEM,1166
12353,Graduate,STEM,1010
7832,Masters,STEM,1472
20313,High School,,1413
8941,Graduate,STEM,1881
14518,Graduate,STEM,1129
22537,Masters,STEM,1775
15433,Graduate,STEM,1392
13656,Graduate,STEM,1051
17775,Graduate,Humanities,1969
1908,Masters,STEM,1659
30816,Graduate,STEM,1389
6853,Graduate,STEM,1698
4441,Graduate,STEM,1901
18941,Graduate,STEM,1729
8966,Graduate,STEM,1425
23089,Graduate,STEM,1520
21307,Graduate,STEM,1817
31952,Graduate,STEM,1207
18270,Masters,STEM,1731
26172,Masters,STEM,1950
17002,Graduate,Business Degree,1833
8400,High School,,1986
13092,Masters,STEM,1807
24986,Masters,STEM,1226
13436,Graduate,STEM,1828
10899,Masters,STEM,1683
20066,Graduate,Other,1924
3982,Masters,STEM,1207
5607,Graduate,STEM,1112
19404,Graduate,STEM,1779
11917,Graduate,STEM,1510
24157,Graduate,STEM,1667
31592,High School,,1861
21798,Graduate,STEM,1645
11600,Graduate,STEM,1452
14677,Graduate,STEM,1411
5429,High School,,1082
28374,Phd,STEM,1964
28755,High School,,1262
21435,Masters,STEM,1675
2389,High School,,1789
8315,Graduate,Business Degree,1848
18672,Masters,STEM,1193
19393,Masters,Humanities,1914
12600,High School,,1739
21279,High School,,1689
7603,Masters,STEM,1886
593,Graduate,STEM,1268
17976,High School,,1565
15075,Graduate,STEM,1664
27578,Graduate,Other,1830
8181,Graduate,STEM,1705
25706,Graduate,STEM,1389
4727,,,1619
18234,Masters,STEM,1947
883,Phd,STEM,1080
14889,Masters,STEM,1019
13844,Graduate,STEM,1961
24328,High School,,1928
30663,Masters,STEM,1140
18110,Masters,STEM,1672
14752,Graduate,STEM,1102
4856,Phd,STEM,1487
482,High School,,1785
21755,Graduate,STEM,1731
28307,Masters,STEM,1950
951,Graduate,STEM,1598
11134,Graduate,STEM,1746
29871,Graduate,Humanities,1440
14961,Graduate,STEM,1893
17859,High School,,1899
3455,Graduate,STEM,1226
22412,Graduate,STEM,1589
20141,Masters,STEM,1766
11756,Graduate,STEM,1887
19422,Graduate,STEM,1904
11723,High School,,1193
31562,Graduate,STEM,1320
7152,High School,,1204
32530,High School,,1184
6728,Masters,STEM,1859
17556,Graduate,STEM,1755
1085,Graduate,STEM,1336
27193,Masters,STEM,1497
3915,Graduate,STEM,1072
28260,Graduate,STEM,1032
7585,Graduate,STEM,1286
30253,Graduate,Business Degree,1973
22396,Masters,STEM,1891
8821,Masters,STEM,1762
2806,Graduate,STEM,1337
12171,High School,,1821
5437,Graduate,STEM,1606
20086,High School,,1682
31727,Masters,STEM,1859
12356,Graduate,STEM,1310
8182,Graduate,STEM,1781
24016,Graduate,STEM,1884
16000,Graduate,STEM,1212
25355,Masters,STEM,1333
24991,Masters,STEM,1695
12318,Graduate,STEM,1207
20202,Graduate,STEM,1199
23389,Masters,STEM,1147
29161,Graduate,Humanities,1616
9534,Graduate,STEM,1478
19389,Graduate,STEM,1179
17067,Phd,STEM,1051
8314,Graduate,STEM,1565
27119,Graduate,Business Degree,1548
25741,Graduate,STEM,1937
27683,Masters,STEM,1408
16951,Masters,STEM,1118
9624,Phd,Humanities,1400
21520,Graduate,STEM,1601
9308,Masters,STEM,1680
7961,Graduate,STEM,1642
19410,Graduate,STEM,1977
11069,Graduate,STEM,1442
21287,Graduate,STEM,1827
10808,Graduate,STEM,1809
16983,Graduate,Humanities,1738
15762,Masters,STEM,1192
74,Graduate,STEM,1765
2210,Phd,Humanities,1593
20987,Graduate,Humanities,1373
11633,Masters,STEM,1569
12594,Masters,STEM,1313
33045,Masters,STEM,1041
5079,Graduate,Business Degree,1558
22701,Graduate,STEM,1084
9124,Primary School,,1452
9389,Graduate,STEM,1982
31982,Graduate,Humanities,1106
22429,Graduate,STEM,1834
23095,Masters,STEM,1556
19732,Masters,STEM,1475
33185,Masters,STEM,1384
10299,Graduate,STEM,1912
30091,Masters,STEM,1664
27208,Graduate,STEM,1290
6064,Graduate,STEM,1387
32477,Graduate,STEM,1268
13504,Masters,STEM,1795
5174,Graduate,STEM,1867
32302,High School,,1456
14662,Graduate,STEM,1333
8402,Graduate,STEM,1765
5006,,,1252
4996,Graduate,STEM,1223
29210,Graduate,STEM,1510
24289,Graduate,STEM,1954
15173,Graduate,STEM,1266
12364,Graduate,STEM,1980
18413,Graduate,STEM,1637
15454,Masters,STEM,1021
21765,Masters,Other,1735
23872,Graduate,STEM,1361
17521,Masters,Business Degree,1918
12681,High School,,1573
19064,Graduate,STEM,1950
20276,Graduate,STEM,1910
16874,Graduate,Other,1361
32746,High School,,1435
11510,,,1648
14481,Masters,Business Degree,1831
12634,Graduate,STEM,1722
6302,Graduate,Arts,1244
23341,Graduate,STEM,1725
1417,Graduate,STEM,1986
4621,Masters,STEM,1061
7780,Graduate,Other,1762
6233,High School,,1576
32015,Graduate,STEM,1986
29633,Graduate,Humanities,1522
12419,High School,,1476
24823,High School,,1406
10,Graduate,STEM,1053
12478,Masters,STEM,1661
17656,Graduate,STEM,1770
31649,High School,,1146
9471,Masters,STEM,1163
3891,High School,,1653
28436,Masters,STEM,1187
30112,Graduate,STEM,1604
22404,Graduate,STEM,1904
16562,Graduate,STEM,1036
19251,Graduate,STEM,1082
16413,Graduate,STEM,1315
5213,High School,,1335
20166,Graduate,STEM,1203
8163,Graduate,STEM,1274
20332,Phd,STEM,1145
25287,Masters,STEM,1154
31636,Graduate,STEM,1725
24521,Graduate,STEM,1136
14875,Graduate,STEM,1074
21341,Masters,STEM,1392
17366,Masters,STEM,1729
26706,Masters,STEM,1929
29270,Graduate,STEM,1739
3428,Graduate,No Major,1900
22547,Graduate,STEM,1968
23659,High School,,1101
25796,,,1282
28467,Graduate,STEM,1931
948,Graduate,STEM,1948
7124,Graduate,STEM,1669
29084,Graduate,STEM,1722
10471,High School,,1166
32077,Masters,STEM,1434
3303,Graduate,No Major,1814
17144,Graduate,STEM,1611
6333,Masters,STEM,1676
23641,Graduate,STEM,1936
23229,Masters,STEM,1254
20731,Masters,STEM,1999
7461,High School,,1396
29180,Graduate,STEM,1337
5704,Graduate,STEM,1042
29083,Graduate,STEM,1803
20963,Masters,STEM,1911
4528,Graduate,STEM,1625
27172,Graduate,STEM,1940
4685,Graduate,STEM,1504
26047,Graduate,STEM,1487
5135,Graduate,STEM,1830
7229,Graduate,STEM,1646
22427,Graduate,STEM,1746
3089,Graduate,STEM,1561
29704,Graduate,STEM,1639
2620,Graduate,STEM,1755
11601,Primary School,,1801
4432,Masters,STEM,1131
32116,Graduate,STEM,1845
13004,Masters,STEM,1462
9130,Graduate,STEM,1056
25021,High School,,1787
24177,Graduate,STEM,1737
13991,Graduate,STEM,1750
29592,Masters,STEM,1654
23673,Graduate,STEM,1451
6080,Graduate,Humanities,1776
24102,Masters,STEM,1958
14268,Graduate,STEM,1164
13453,Masters,STEM,1233
11462,Masters,STEM,1412
28925,Graduate,STEM,1403
20155,Graduate,STEM,1684
29933,Graduate,Business Degree,1204
30244,Graduate,STEM,1697
8056,Graduate,STEM,1001
32224,Graduate,STEM,1119
15487,Graduate,STEM,1305
767,Graduate,STEM,1436
22996,Graduate,Other,1622
28719,Graduate,Other,1432
15234,Masters,STEM,1040
16901,Graduate,STEM,1978
12841,Graduate,STEM,1272
21957,Masters,STEM,1578
7363,High School,,1105
22205,Graduate,STEM,1363
9623,Phd,STEM,1043
1305,Graduate,Arts,1461
10310,Masters,STEM,1581
10689,Graduate,Other,1509
605,Graduate,STEM,1179
14587,Masters,STEM,1714
6178,Graduate,Arts,1901
27557,Graduate,STEM,1298
27751,Graduate,STEM,1559
11186,Graduate,STEM,1310
1600,Graduate,STEM,1318
22225,High School,,1900
7201,Masters,Humanities,1305
26573,Graduate,STEM,1006
12216,Graduate,STEM,1265
31720,Graduate,STEM,1465
22455,Graduate,STEM,1279
8244,Graduate,No Major,1426
5854,Phd,STEM,1580
25884,High School,,1345
2470,Graduate,STEM,1723
20039,Graduate,Other,1137
12231,Primary School,,1255
25119,Graduate,STEM,1337
32809,Masters,STEM,1341
17929,Masters,STEM,1405
29615,Graduate,STEM,1085
24751,Masters,Business Degree,1050
6647,Graduate,STEM,1748
17445,Graduate,STEM,1481
2741,,,1268
14350,Masters,Humanities,1398
27980,Phd,STEM,1293
8935,Graduate,STEM,1138
26986,,,1822
12089,Graduate,STEM,1382
4630,Graduate,STEM,1926
19582,Graduate,STEM,1881
32711,Graduate,STEM,1446
9863,Graduate,Humanities,1787
8164,Graduate,STEM,1968
31948,Graduate,STEM,1729
27266,Graduate,Business Degree,1262
22357,Graduate,STEM,1153
17809,Graduate,No Major,1339
22281,Graduate,STEM,1713
15372,Graduate,STEM,1768
25375,High School,,1387
3783,High School,,1050
12330,High School,,1259
19396,Masters,STEM,1167
19173,Masters,STEM,1704
24607,Graduate,STEM,1546
16699,Graduate,STEM,1449
799,High School,,1196
28215,Masters,STEM,1128
25843,Graduate,STEM,1773
24789,Graduate,STEM,1756
23595,Graduate,STEM,1488
27019,Graduate,STEM,1689
790,Graduate,STEM,1709
24919,,,1184
18333,Graduate,STEM,1511
19642,Graduate,STEM,1545
17969,Graduate,STEM,1435
8196,Graduate,STEM,1971
15152,Graduate,STEM,1108
11743,Graduate,STEM,1727
13205,Graduate,STEM,1741
22047,Masters,STEM,1866
10359,Graduate,STEM,1721
11026,Graduate,STEM,1874
19451,Masters,STEM,1690
18553,High School,,1800
21242,Masters,STEM,1445
18939,Graduate,STEM,1328
16550,Masters,STEM,1525
23032,Graduate,STEM,1188
12688,Graduate,STEM,1163
27368,Masters,Business Degree,1224
12807,Graduate,STEM,1783
15060,Graduate,STEM,1453
31148,Graduate,STEM,1148
7928,Masters,STEM,1754
16978,,,1534
23109,Graduate,STEM,1371
5436,Masters,STEM,1678
25785,Graduate,STEM,1608
10168,High School,,1187
14302,Masters,STEM,1718
18614,Masters,STEM,1411
21661,Graduate,STEM,1728
17087,Graduate,STEM,1409
18485,High School,,1310
33017,High School,,1495
23371,Graduate,STEM,1866
4650,Masters,STEM,1329
2292,Graduate,STEM,1922
812,Masters,STEM,1645
6980,Graduate,STEM,1149
15080,Graduate,STEM,1317
8863,Graduate,STEM,1805
29331,High School,,1700
11271,Graduate,STEM,1774
21925,Masters,STEM,1349
29265,Graduate,STEM,1424
10635,Graduate,STEM,1522
5039,Graduate,STEM,1220
13028,Graduate,Arts,1150
21226,Masters,STEM,1851
32833,Masters,STEM,1410
8092,Masters,STEM,1859
30214,High School,,1068
3555,Graduate,Arts,1749
32342,Graduate,STEM,1631
15555,Graduate,STEM,1656
12249,Graduate,STEM,1890
18206,Graduate,STEM,1199
32995,Graduate,STEM,1045
7184,Masters,STEM,1724
4776,Masters,STEM,1636
5698,Masters,STEM,1716
7350,Graduate,STEM,1270
21168,Graduate,STEM,1873
20556,Graduate,STEM,1694
236,Graduate,STEM,1689
19221,Graduate,STEM,1318
17206,Masters,STEM,1898
16145,Graduate,STEM,1518
21727,Graduate,STEM,1131
30229,Graduate,STEM,1105
4455,Masters,STEM,1331
1438,High School,,1531
21477,Graduate,STEM,1038
24869,High School,,1826
31173,Graduate,STEM,1517
7638,High School,,1787
6518,Graduate,STEM,1929
833,Graduate,STEM,1719
2365,Masters,STEM,1429
28148,Graduate,STEM,1421
16486,Masters,STEM,1088
2127,Graduate,STEM,1364
7688,Graduate,STEM,1349
20882,Masters,STEM,1899
17674,Graduate,STEM,1835
33037,Graduate,Business Degree,1295
419,Graduate,STEM,1616
30448,Graduate,Other,1608
12321,Masters,STEM,1726
29521,Masters,Humanities,1353
7420,Graduate,STEM,1971
9911,Masters,STEM,1394
1083,Graduate,STEM,1899
6392,High School,,1938
31690,Graduate,STEM,1631
12799,Masters,STEM,1216
2757,Graduate,STEM,1939
17536,Graduate,STEM,1997
25358,High School,,1115
17479,Graduate,STEM,1224
10335,Graduate,STEM,1512
1234,Graduate,STEM,1395
9396,Graduate,STEM,1031
1100,Masters,STEM,1223
26421,High School,,1743
29294,Graduate,Other,1062
2072,High School,,1474
23121,Graduate,Business Degree,1632
4547,Phd,STEM,1739
24371,Graduate,STEM,1167
4131,Phd,STEM,1415
2227,Masters,STEM,1807
7450,Masters,STEM,1950
20162,Graduate,STEM,1390
16307,Graduate,STEM,1510
4686,Graduate,STEM,1794
4564,Graduate,STEM,1069
14791,Graduate,STEM,1277
11649,Graduate,STEM,1005
3872,Graduate,STEM,1385
23627,High School,,1990
17977,Masters,STEM,1547
4841,High School,,1041
10779,Graduate,STEM,1646
27602,Graduate,STEM,1940
7031,Graduate,STEM,1196
4981,Graduate,STEM,1494
857,Graduate,STEM,1908
5363,Graduate,STEM,1278
19760,Masters,STEM,1208
5727,Graduate,Business Degree,1637
23246,Masters,STEM,1606
7525,Graduate,STEM,1614
284,Graduate,STEM,1671
2968,High School,,1326
19,Graduate,STEM,1233
15413,Graduate,STEM,1826
20187,Masters,STEM,1188
10620,Graduate,Humanities,1132
21699,Masters,Other,1109
15032,Graduate,STEM,1282
27681,Graduate,STEM,1476
1424,High School,,1808
27676,Graduate,Humanities,1633
15920,Graduate,STEM,1095
29760,High School,,1220
20958,Graduate,STEM,1760
10782,Graduate,STEM,1174
16986,High School,,1463
17161,Masters,STEM,1321
13703,Graduate,STEM,1727
11635,Masters,STEM,1775
4218,Graduate,STEM,1294
25124,Graduate,STEM,1878
26394,Primary School,,1721
26907,Graduate,STEM,1424
13363,Masters,STEM,1068
16455,Masters,STEM,1441
17864,Masters,STEM,1367
25298,High School,,1702
29713,Masters,STEM,1603
24385,Graduate,Other,1266
13422,Graduate,STEM,1197
26093,Graduate,STEM,1255
16748,Graduate,STEM,1718
27342,,,1609
30355,Graduate,STEM,1101
28582,Graduate,STEM,1680
4645,Graduate,STEM,1046
25430,High School,,1348
2087,Graduate,Humanities,1118
19421,Masters,STEM,1104
8560,Graduate,STEM,1163
14989,Masters,STEM,1567
1986,Graduate,STEM,1959
10392,Graduate,STEM,1930
4287,Graduate,STEM,1986
995,Graduate,STEM,1063
28550,Graduate,STEM,1199
26700,Masters,Humanities,1990
31660,Masters,STEM,1906
13480,Masters,STEM,1160
12094,Graduate,STEM,1837
403,Phd,STEM,1595
29538,Graduate,STEM,1454
21148,Graduate,STEM,1584
2091,Graduate,STEM,1046
29370,Graduate,STEM,1796
30126,Masters,STEM,1364
31351,Graduate,STEM,1639
7534,Graduate,STEM,1250
277,Masters,STEM,1498
27238,High School,,1805
18558,Graduate,STEM,1366
11939,Masters,STEM,1349
28322,Masters,STEM,1950
11247,Graduate,Humanities,1189
18318,Masters,STEM,1913
14680,,,1797
31618,Primary School,,1498
3744,Graduate,STEM,1408
25293,Masters,STEM,1851
31385,Masters,STEM,1472
29626,Masters,STEM,1477
20089,Graduate,STEM,1573
20063,Graduate,STEM,1751
17777,High School,,1749
10850,Graduate,STEM,1521
12644,Graduate,STEM,1337
30833,High School,,1969
16979,Graduate,STEM,1950
19163,Masters,STEM,1597
32261,Graduate,STEM,1641
23471,Graduate,STEM,1167
14421,Masters,STEM,1409
17748,Masters,STEM,1588
31487,Masters,STEM,1316
25209,Graduate,STEM,1805
2133,Graduate,STEM,1694
19961,Phd,STEM,1306
1153,Graduate,Business Degree,1296
7048,Masters,STEM,1526
13882,High School,,1167
18981,Graduate,STEM,1384
15238,,,1347
23935,Graduate,STEM,1063
20115,,,1931
3916,Masters,STEM,1653
26896,Masters,STEM,1084
29848,Graduate,STEM,1094
6231,Graduate,STEM,1401
4486,Masters,STEM,1212
27072,Graduate,STEM,1787
3075,Graduate,STEM,1213
18112,Masters,STEM,1175
4438,Graduate,STEM,1630
1209,Phd,STEM,1955
18459,Graduate,STEM,1055
5660,Graduate,STEM,1642
2281,Phd,STEM,1377
19231,Graduate,Other,1812
7392,Masters,STEM,1435
21734,High School,,1745
31484,Masters,STEM,1880
13019,Phd,STEM,1999
26839,Masters,STEM,1239
7969,Graduate,STEM,1654
24031,Graduate,STEM,1324
10858,High School,,1511
13723,Graduate,STEM,1759
31220,Graduate,STEM,1639
31845,Graduate,STEM,1662
11383,Primary School,,1514
13153,High School,,1067
6499,Graduate,STEM,1349
19333,Primary School,,1106
6537,Masters,STEM,1079
6352,Masters,STEM,1013
17957,Graduate,STEM,1778
22599,Masters,STEM,1766
11548,High School,,1999
8291,High School,,1475
25541,Masters,STEM,1690
26058,Masters,STEM,1978
7974,Masters,STEM,1823
27881,Graduate,Business Degree,1460
9528,Masters,STEM,1918
10522,Graduate,STEM,1311
15880,Graduate,STEM,1924
28785,High School,,1807
135,Graduate,STEM,1992
12030,Graduate,STEM,1200
31753,Graduate,STEM,1966
23779,Masters,STEM,1268
17647,Masters,STEM,1761
15777,Graduate,Humanities,1630
5354,Masters,STEM,1369
30450,Graduate,STEM,1943
28815,Masters,Business Degree,1288
25118,Graduate,STEM,1361
4748,Graduate,STEM,1465
25812,Graduate,STEM,1168
9640,Graduate,STEM,1050
14048,Graduate,STEM,1674
5855,Masters,STEM,1885
170,Graduate,STEM,1157
11149,Masters,STEM,1664
20198,Graduate,STEM,1788
23257,,,1311
5530,Graduate,STEM,1953
1013,High School,,1683
31240,Graduate,STEM,1629
23847,Primary School,,1173
16993,Graduate,STEM,1463
5252,High School,,1725
12971,Masters,STEM,1857
11549,Masters,STEM,1042
4383,Graduate,STEM,1676
10654,Masters,STEM,1133
10540,Masters,STEM,1688
31364,Graduate,Business Degree,1424
1215,Masters,STEM,1459
29289,Graduate,STEM,1600
11205,High School,,1276
27361,Graduate,STEM,1447
10729,Graduate,STEM,1695
22766,Masters,STEM,1709
10936,High School,,1174
27491,Masters,Arts,1428
28093,Masters,STEM,1909
17902,Graduate,Humanities,1151
14769,Phd,STEM,1649
22232,Phd,STEM,1658
14508,,,1925
24468,Graduate,STEM,1437
22025,High School,,1443
26794,Masters,STEM,1788
2545,Masters,STEM,1577
18489,Graduate,STEM,1296
22235,Graduate,STEM,1900
1201,Masters,STEM,1137
17714,Masters,STEM,1938
6564,Graduate,Other,1606
28772,Masters,STEM,1269
28565,Graduate,STEM,1843
29367,Graduate,Business Degree,1067
24637,Graduate,STEM,1592
5204,Graduate,STEM,1354
27261,High School,,1252
24622,Graduate,STEM,1797
401,Graduate,STEM,1261
22318,Masters,STEM,1654
33094,High School,,1151
28888,Graduate,STEM,1670
8955,Graduate,STEM,1517
6651,Graduate,STEM,1567
1017,Graduate,STEM,1436
22745,Masters,STEM,1724
10798,Masters,,1167
31282,,,1244
23100,Graduate,STEM,1622
12703,Masters,STEM,1464
5178,Masters,STEM,1077
17272,Graduate,STEM,1193
16706,Phd,STEM,1129
15836,Graduate,STEM,1020
5105,Graduate,STEM,1053
9166,Graduate,No Major,1797
28801,Graduate,STEM,1648
14277,Graduate,STEM,1195
22600,Masters,STEM,1677
8856,Graduate,STEM,1481
15803,Masters,STEM,1003
1533,Masters,STEM,1830
16907,Graduate,STEM,1143
28115,Graduate,STEM,1407
23202,Graduate,STEM,1842
11578,Graduate,STEM,1662
26624,Graduate,STEM,1399
19008,Graduate,STEM,1198
15822,Graduate,STEM,1169
3328,Graduate,STEM,1660
12439,Graduate,STEM,1280
12691,Graduate,STEM,1397
16623,Graduate,STEM,1212
28738,Graduate,STEM,1632
25754,Graduate,STEM,1101
13429,Graduate,No Major,1055
17016,High School,,1350
5060,,,1751
5560,Graduate,STEM,1173
201,High School,,1107
32423,Graduate,STEM,1887
9081,,,1533
27612,High School,,1005
30592,Masters,STEM,1953
31461,Graduate,STEM,1241
10106,Graduate,Humanities,1714
2730,Graduate,STEM,1547
25693,Masters,STEM,1985
26019,,,1734
22815,High School,,1425
17636,Masters,STEM,1668
21791,Graduate,STEM,1606
13800,Graduate,STEM,1532
11357,Graduate,STEM,1028
17884,High School,,1230
28051,Graduate,STEM,1702
6016,Graduate,STEM,1457
17011,Masters,STEM,1005
27409,Graduate,STEM,1514
8079,Masters,STEM,1372
8379,Graduate,STEM,1302
174,High School,,1303
14557,Graduate,STEM,1479
20587,Graduate,STEM,1209
26092,Graduate,STEM,1042
16444,High School,,1654
2074,High School,,1325
31564,Graduate,STEM,1338
6362,Masters,Humanities,1783
8846,Graduate,Arts,1425
10719,Masters,STEM,1056
17251,Graduate,STEM,1941
5824,Graduate,STEM,1634
1484,Graduate,STEM,1774
11233,High School,,1357
22236,Graduate,STEM,1006
17491,High School,,1687
29318,Phd,Other,1960
7769,Graduate,STEM,1854
18024,Graduate,STEM,1609
2028,Graduate,STEM,1191
2167,Graduate,STEM,1925
22399,Graduate,STEM,1989
26314,Graduate,STEM,1107
4523,Masters,STEM,1590
1983,Graduate,STEM,1456
7491,High School,,1112
944,High School,,1257
29576,Graduate,STEM,1526
29190,,,1503
29168,Masters,Arts,1062
7104,Masters,STEM,1397
26524,Graduate,STEM,1091
4947,Masters,STEM,1513
18773,Graduate,STEM,1484
29948,Graduate,STEM,1550
22190,Masters,STEM,1572
16747,Masters,STEM,1985
26088,High School,,1326
17753,Graduate,STEM,1474
14326,Masters,STEM,1707
22822,High School,,1755
23129,Graduate,STEM,1525
19978,High School,,1463
5708,Graduate,STEM,1969
22554,Masters,STEM,1973
31949,Masters,STEM,1649
29680,High School,,1953
30986,Masters,STEM,1745
24928,Masters,STEM,1075
22003,Graduate,STEM,1356
32778,Graduate,STEM,1817
14497,Graduate,STEM,1336
11251,Graduate,STEM,1556
19968,High School,,1901
26919,Graduate,STEM,1542
13562,Masters,Other,1612
16217,Masters,Humanities,1798
21794,Graduate,STEM,1548
19083,Masters,STEM,1368
22185,High School,,1797
19913,Graduate,STEM,1730
9504,High School,,1669
